Make,Model,Variant,Ex-Showroom_Price,Fuel_Type,Power,Torque,Displacement,Fuel_Tank_Capacity,Type,Body_Type,Seating_Capacity,ARAI_Certified_Mileage,Length,Width,Height,Kerb_Weight,Ground_Clearance,Front_Brakes,Rear_Brakes,ABS_(Anti-lock_Braking_System),Airbags
,Rolls-Royce Wraith,Coupe,"Rs. 5,00,25,840",Petrol,625PS@5600rpm,800Nm@1500-5500rpm,6592 cc,83 litres,Automatic,Coupe,4.0,10.2 km/litre,5269 mm,1947 mm,1507 mm,2360 kg,,Ventilated Disc,Ventilated Disc,Yes,
Bentley,Mulsanne,Sedan,"Rs. 5,25,71,294",Petrol,512PS@4200rpm,1020Nm@1750rpm,6752 cc,90 litres,Automatic,Sedan,4.0,9.5 km/litre,5575 mm,2208 mm,1521 mm,2685 kg,142 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags"
,Rolls-Royce Cullinan,Suv,"Rs. 6,95,00,000",Petrol,563@5000rpm,850 Nm@1600rpm,6750 cc,,Automatic,SUV,5.0,22.4-21.9 km/litre,5341 mm,2000 mm,1835 mm,2753 kg,,Ventilated Disc,Ventilated Disc,,
,Rolls-Royce Phantom Coupe,6.8 L,"Rs. 7,73,12,661",Petrol,460PS@5350rpm,720Nm@3500rpm,6749 cc,100 litres,Automatic,Coupe,4.0,22.8 km/litre,5612 mm,1987 mm,1598 mm,2629 kg,164 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags"
Bugatti,Chiron,W16,"Rs. 19,21,42,937",Petrol,1479bhp@6700rpm,1600Nm@2000-6000rpm,7993 cc,,Automatic,Sports,2.0,5.95 km/litre,4544 mm,2038 mm,1212 mm,1995 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Front passenger knee airbag, Curtain airbags"
Bugatti,Chiron,Sport,"Rs. 21,21,55,397",Petrol,1600Nm@2000-6000rpm,1479bhp@6700rpm,7993 cc,,Automatic,Sports,2.0,5.95 km/litre,4544 mm,2038 mm,1212 mm,1995 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Front passenger knee airbag, Curtain airbags"
Bajaj,Qute (Re60),Qcar,"Rs. 2,63,000",Petrol,13bhp@5500rpm,18.9Nm@4000rpm,216 cc,,Manual,Hatchback,4.0,35 km/litre,2752 mm,1312 mm,1652 mm,,,Drum,Drum,,
Bajaj,Qute (Re60),Qcar Cng,"Rs. 2,83,000",CNG,12bhp@5500rpm,16.1Nm@4000rpm,216 cc,,Manual,Hatchback,4.0,,2752 mm,1312 mm,1652 mm,,,Drum,Drum,,
Maruti Suzuki,Alto,Std,"Rs. 2,94,800",Petrol,48PS@6000rpm,69Nm@3500rpm,796 cc,35 litres,Manual,Hatchback,5.0,22.05 km/litre,3445 mm,1490 mm,1475 mm,730 kg,160 mm,Solid Disc,Drum,,
Maruti Suzuki,Alto,Std (O),"Rs. 2,99,900",Petrol,48PS@6000rpm,69Nm@3500rpm,796 cc,35 litres,Manual,Hatchback,5.0,22.05 km/litre,3445 mm,1490 mm,1475 mm,732 kg,160 mm,Solid Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Alto,Lxi,"Rs. 3,52,900",Petrol,47hp@6000rpm,69Nm@3500rpm,796 cc,35 litres,Manual,Hatchback,5.0,22.05 km/litre,3445 mm,1490 mm,1475 mm,755 kg,160 mm,Solid Disc,Drum,,
Maruti Suzuki,Alto,Lxi (O),"Rs. 3,57,200",Petrol,48PS@6000rpm,69Nm@3500rpm,796 cc,35 litres,Manual,Hatchback,5.0,22.05 km/litre,3445 mm,1490 mm,1475 mm,757 kg,160 mm,Solid Disc,Drum,Yes,Driver frontal airbag
Maruti Suzuki,Alto,Vxi,"Rs. 3,76,100",Petrol,48PS@6000rpm,69Nm@3500rpm,796 cc,35 litres,Manual,Hatchback,5.0,22.05 km/litre,3445 mm,1490 mm,1475 mm,762 kg,160 mm,Solid Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Alto,Lxi Cng (Cng +,"Rs. 4,05,570",CNG + Petrol,47hp@6000rpm,69Nm@3500rpm,796 cc,35 litres,Manual,Hatchback,5.0,22.05 km/litre,3445 mm,1490 mm,1475 mm,755 kg,160 mm,Solid Disc,Drum,,
Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,"Rs. 4,09,190",CNG + Petrol,48PS@6000rpm,69Nm@3500rpm,796 cc,35 litres,Manual,Hatchback,5.0,22.05 km/litre,3445 mm,1490 mm,1475 mm,757 kg,160 mm,Solid Disc,Drum,Yes,Driver frontal airbag
Maruti Suzuki,Alto,Vxi Plus,"Rs. 3,89,600",Petrol,48PS@6000rpm,69Nm@3500rpm,796 cc,35 litres,Manual,Hatchback,5.0,22.05 km/litre,3445 mm,1490 mm,1475 mm,762 kg,160 mm,Solid Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,S-Presso,Std,"Rs. 3,70,500",Petrol,67PS@5500rpm,90Nm@3500rpm,998 cc,27 litres,Manual,Hatchback,5.0,21.4 km/litre,3565 mm,1520 mm,1549 mm,726 kg,,Ventilated Disc,Drum,Yes,Driver frontal airbag
Maruti Suzuki,S-Presso,Std (O),"Rs. 3,76,500",Petrol,67PS@5500rpm,90Nm@3500rpm,998 cc,27 litres,Manual,Hatchback,5.0,21.4 km/litre,3565 mm,1520 mm,1549 mm,726 kg,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,S-Presso,Lxi,"Rs. 4,09,000",Petrol,67PS@5500rpm,90Nm@3500rpm,998 cc,27 litres,Manual,Hatchback,5.0,21.4 km/litre,3565 mm,1520 mm,1549 mm,726 kg,,Ventilated Disc,Drum,Yes,Driver frontal airbag
Maruti Suzuki,S-Presso,Lxi (O),"Rs. 4,15,000",Petrol,67PS@5500rpm,90Nm@3500rpm,998 cc,27 litres,Manual,Hatchback,5.0,21.4 km/litre,3565 mm,1520 mm,1549 mm,726 kg,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,S-Presso,Vxi,"Rs. 4,32,500",Petrol,67PS@5500rpm,90Nm@3500rpm,998 cc,27 litres,Manual,Hatchback,5.0,21.7 km/litre,3565 mm,1520 mm,1549 mm,726 kg,,Ventilated Disc,Drum,Yes,Driver frontal airbag
Maruti Suzuki,S-Presso,Vxi (O),"Rs. 4,38,500",Petrol,67PS@5500rpm,90Nm@3500rpm,998 cc,27 litres,Manual,Hatchback,5.0,21.7 km/litre,3565 mm,1520 mm,1549 mm,726 kg,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,S-Presso,Vxi Ags,"Rs. 4,75,500",Petrol,67PS@5500rpm,90Nm@3500rpm,998 cc,27 litres,AMT,Hatchback,5.0,21.7 km/litre,3565 mm,1520 mm,1549 mm,726 kg,,Ventilated Disc,Drum,Yes,Driver frontal airbag
Maruti Suzuki,S-Presso,Vxi+,"Rs. 4,56,000",Petrol,67PS@5500rpm,90Nm@3500rpm,998 cc,27 litres,Manual,Hatchback,5.0,21.7 km/litre,3565 mm,1520 mm,1549 mm,726 kg,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,S-Presso,Vxi (O) Ags,"Rs. 4,81,500",Petrol,67PS@5500rpm,90Nm@3500rpm,998 cc,27 litres,AMT,Hatchback,5.0,21.7 km/litre,3565 mm,1520 mm,1549 mm,726 kg,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,S-Presso,Vxi+ Ags,"Rs. 4,99,000",Petrol,67PS@5500rpm,90Nm@3500rpm,998 cc,27 litres,AMT,Hatchback,5.0,21.7 km/litre,3565 mm,1520 mm,1549 mm,726 kg,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Celerio,Lxi,"Rs. 4,26,289",Petrol,68PS@6000rpm,90Nm@3500rpm,998 cc,35 litres,Manual,Hatchback,5.0,23.1 km/litre,3600 mm,1600 mm,1560 mm,810 kg,165 mm,Ventilated Disc,Drum,,
Maruti Suzuki,Celerio,Vxi,"Rs. 4,65,138",Petrol,68PS@6000rpm,90Nm@3500rpm,998 cc,35 litres,Manual,Hatchback,5.0,23.1 km/litre,3600 mm,1600 mm,1560 mm,810 kg,165 mm,Ventilated Disc,Drum,,
Maruti Suzuki,Celerio,Vxi At,"Rs. 5,08,138",Petrol,68PS@6000rpm,90Nm@3500rpm,998 cc,35 litres,Automatic,Hatchback,5.0,23.1 km/litre,3600 mm,1600 mm,1560 mm,810 kg,165 mm,Ventilated Disc,Drum,,
